"","URN","Local.authority","Sector_merge","Places","Organisation","Registration.date","overspend_category","outsourcing_category","matched"
"255","SC373044","BOLTON","Third sector",4,"Birtenshaw","18/03/2008",NA,"low-outsourcing",1
"256","SC374268","SANDWELL","Investment owned",3,"Keys Care Limited","17/07/2008",NA,NA,1
"257","SC377825","BIRMINGHAM","Investment owned",3,"Castle Homes Care Limited","08/07/2008","low-overspend",NA,1
"258","SC379274","WAKEFIELD","Investment owned",4,"Pebbles Care Limited","18/07/2008",NA,NA,1
"259","SC380956","NORTH EAST LINCOLNSHIRE","Local Authority",3,"North East Lincolnshire Council","29/05/2009","high-overspend",NA,1
"260","SC381089","STOKE ON TRENT","Local Authority",2,"Stoke On Trent City Council","04/09/2008",NA,NA,1
"261","SC381522","NOTTINGHAMSHIRE","Individual owned",3,"East Midlands Care Matters Limited","06/10/2008",NA,"high-outsourcing",1
"262","SC385809","HAMPSHIRE","Corporate owned",3,"Fairways Care (uk) Limited","04/12/2008",NA,NA,1
"263","SC386134","GREENWICH","Investment owned",4,"Esland South Limited","17/12/2008",NA,NA,1
"264","SC389174","SOUTHAMPTON","Investment owned",7,"Keys Group Progressive Care & Education Limited","17/02/2009",NA,NA,1
"265","SC389178","SOUTHAMPTON","Investment owned",5,"Keys Group Progressive Care & Education Limited","03/02/2009",NA,NA,1
"266","SC389183","SOUTHAMPTON","Investment owned",3,"Keys Group Progressive Care & Education Limited","05/02/2009",NA,NA,1
"267","SC390576","WOLVERHAMPTON","Corporate owned",4,"The Partnership Of Care Today","29/04/2009",NA,NA,1
"268","SC397293","DERBY","Local Authority",5,"Derby City Council","02/09/2009",NA,"high-outsourcing",1
"269","SC398482","STAFFORDSHIRE","Investment owned",4,"Hillcrest Children's Services (2) Limited","20/07/2009",NA,NA,1
"270","SC399866","ISLE OF WIGHT","Individual owned",4,"Island Choices Ltd","10/09/2009",NA,NA,1
"271","SC402385","HEREFORDSHIRE","Investment owned",5,"Aspris Children's Services Limited","01/12/2009","high-overspend",NA,1
"272","SC402426","HEREFORDSHIRE","Investment owned",5,"Aspris Children's Services Limited","01/12/2009","high-overspend",NA,1
"273","SC405977","TELFORD AND WREKIN","Investment owned",2,"Reflexion Care Group Limited","15/01/2010",NA,NA,1
"274","SC406505","LEEDS","Local Authority",12,"Leeds City Council","02/02/2010",NA,"low-outsourcing",1
"275","SC407787","SOUTHAMPTON","Investment owned",6,"Aspris Children's Services Limited","24/03/2010",NA,NA,1
"276","SC412175","BIRMINGHAM","Investment owned",4,"Cambian Childcare Limited","18/07/2010","low-overspend",NA,1
"277","SC412687","SALFORD","Individual owned",3,"Social Care Services (Clayton) Limited","06/07/2010",NA,"low-outsourcing",1
"278","SC416464","ROCHDALE","Corporate owned",3,"Meadows Care Limited","11/01/2011",NA,"low-outsourcing",1
"279","SC418605","DURHAM","Individual owned",3,"Pear Tree Projects Limited","21/02/2011",NA,"low-outsourcing",1
"280","SC419334","BROMLEY","Investment owned",4,"Castle Homes Limited","18/11/2010",NA,NA,1
"281","SC420876","STAFFORDSHIRE","Corporate owned",4,"Prestige Adolescent Care And Education Limited","20/12/2010",NA,NA,1
"282","SC422231","HERTFORDSHIRE","Local Authority",4,"Hertfordshire County Council","24/01/2011",NA,NA,1
"283","SC423460","SEFTON","Individual owned",3,"Teen-Works Care Ltd","18/02/2011","high-overspend",NA,1
"284","SC424851","BIRMINGHAM","Investment owned",6,"Cambian Childcare Limited","04/04/2011","low-overspend",NA,1
"285","SC427652","SUFFOLK","Individual owned",3,"Barnardiston Hall Preparatory School Limited","05/05/2011",NA,NA,1
"286","SC430320","BARKING AND DAGENHAM","Individual owned",5,"The Vine Residential Services (tvrs) Ltd.","09/08/2011",NA,NA,1
"287","SC431804","BRACKNELL FOREST","Corporate owned",4,"SWAAY Child and Adolescent Services Limited","28/07/2011",NA,NA,1
"288","SC431806","BRACKNELL FOREST","Corporate owned",4,"SWAAY Child and Adolescent Services Limited","28/07/2011",NA,NA,1
"289","SC433286","DEVON","Investment owned",3,"Keys Group Progressive Care & Education Limited","10/08/2011",NA,NA,1
"290","SC434520","STAFFORDSHIRE","Corporate owned",4,"Prestige Adolescent Care And Education Limited","14/09/2011",NA,NA,1
"291","SC436469","DERBYSHIRE","Individual owned",3,"Blue Mountain Homes Ltd","06/10/2011","high-overspend",NA,1
"292","SC438427","TELFORD AND WREKIN","Individual owned",2,"MGM Care Services Ltd","30/12/2011",NA,NA,1
"293","SC440309","LANCASHIRE","Local Authority",6,"Lancashire County Council","04/01/2012","low-overspend",NA,1
"294","SC446003","CUMBRIA","Third sector",4,"Carlisle Mencap Limited","05/10/2012",NA,NA,1
"295","SC448693","BRENT","Individual owned",4,"Amelia's House Limited","17/12/2012",NA,"high-outsourcing",1
"296","SC449155","WEST SUSSEX","Individual owned",4,"The Amicus Community Arundel Limited","15/08/2012",NA,NA,1
"297","SC454035","KNOWSLEY","Corporate owned",5,"Lytham Care Limited","24/12/2012","low-overspend",NA,1
"298","SC454647","SHROPSHIRE","Investment owned",4,"Cambian Childcare Limited","12/11/2012","high-overspend",NA,1
"299","SC455991","DEVON","Investment owned",4,"Cambian Signpost Limited","19/12/2012",NA,NA,1
"300","SC456149","WARRINGTON","Investment owned",6,"Bright Futures Care Ltd","31/10/2012",NA,NA,1
"301","SC456157","WARRINGTON","Investment owned",4,"Bright Futures Care Ltd","31/10/2012",NA,NA,1
"302","SC456419","ROCHDALE","Investment owned",1,"Cambian Childcare Limited","18/02/2013",NA,"low-outsourcing",1
"303","SC456537","WARRINGTON","Investment owned",4,"Bright Futures Care Ltd","31/10/2012",NA,NA,1
"304","SC456850","ROCHDALE","Investment owned",1,"Cambian Childcare Limited","15/02/2013",NA,"low-outsourcing",1
"305","SC456959","WARRINGTON","Investment owned",1,"Cambian Childcare Limited","06/11/2012",NA,NA,1
"306","SC457025","HEREFORDSHIRE","Investment owned",4,"Cambian Childcare Limited","11/02/2013","high-overspend",NA,1
"307","SC457183","HALTON","Investment owned",1,"Cambian Childcare Limited","14/02/2013","high-overspend",NA,1
"308","SC457488","WARWICKSHIRE","Investment owned",5,"Cambian Childcare Limited","14/02/2013",NA,NA,1
"309","SC457621","WEST NORTHAMPTONSHIRE","Investment owned",2,"Cambian Childcare Limited","04/04/2013",NA,NA,1
"310","SC457780","BRENT","Local Authority",8,"London Borough of Brent","07/12/2012",NA,"high-outsourcing",1
"311","SC457923","HEREFORDSHIRE","Investment owned",4,"Cambian Childcare Limited","11/12/2012","high-overspend",NA,1
"312","SC460761","ST HELENS","Corporate owned",1,"Crossway Services Limited","21/05/2013",NA,NA,1
"313","SC460973","SHROPSHIRE","Investment owned",3,"Reflexion Care Group Limited","24/04/2013","high-overspend",NA,1
"314","SC463188","CHESHIRE EAST","Corporate owned",4,"Prestige Adolescent Care And Education Limited","20/06/2013",NA,NA,1
"315","SC463431","DEVON","Investment owned",2,"Phoenix Learning & Care Holdings Limited","31/05/2013",NA,NA,1
"316","SC464809","LANCASHIRE","Investment owned",5,"ROC Northwest Limited ","25/06/2013","low-overspend",NA,1
"317","SC465079","MIDDLESBROUGH","Investment owned",1,"Cambian Childcare Limited","08/07/2013","high-overspend",NA,1
"318","SC465287","NORTH NORTHAMPTONSHIRE","Local Authority",6,"Northamptonshire Healthcare NHS Foundation Trust","22/07/2013",NA,NA,1
"319","SC469396","KENT","Corporate owned",4,"Acorn Homes (UK) Ltd","23/12/2013",NA,NA,1
"320","SC470928","NOTTINGHAM","Local Authority",4,"Nottingham City Council","20/12/2013",NA,NA,1
"321","SC472102","HAMPSHIRE","Investment owned",10,"Aspris Children's Services Limited","05/03/2014",NA,NA,1
"322","SC472381","MIDDLESBROUGH","Local Authority",3,"Middlesbrough Borough Council","03/01/2014","high-overspend",NA,1
"323","SC472392","MIDDLESBROUGH","Local Authority",4,"Middlesbrough Borough Council","03/01/2014","high-overspend",NA,1
"324","SC473631","ROTHERHAM","Investment owned",6,"Aspris Children's Services Limited","03/03/2014",NA,NA,1
"325","SC476236","SHROPSHIRE","Investment owned",4,"Cambian Childcare Limited","24/04/2014","high-overspend",NA,1
"326","SC476267","SHROPSHIRE","Investment owned",5,"Cambian Childcare Limited","06/03/2014","high-overspend",NA,1
"327","SC476271","SHROPSHIRE","Investment owned",5,"Cambian Childcare Limited","09/03/2014","high-overspend",NA,1
"328","SC477040","SOMERSET","Individual owned",3,"Plus One South West Ltd","25/06/2014",NA,NA,1
"329","SC479650","ROCHDALE","Corporate owned",6,"Hexagon Care Services Ltd","08/10/2014",NA,"low-outsourcing",1
"330","SC480240","LANCASHIRE","Corporate owned",7,"Hexagon Care Services Ltd","23/10/2014","low-overspend",NA,1
"331","SC480318","SHROPSHIRE","Investment owned",4,"Bryn Melyn Care Limited","26/08/2014","high-overspend",NA,1
"332","SC480705","HAMPSHIRE","Individual owned",3,"Arc-HD Services Ltd","01/09/2014",NA,NA,1
"333","SC480847","EAST RIDING OF YORKSHIRE","Corporate owned",4,"Hexagon Care Services Ltd","01/12/2014",NA,NA,1
"334","SC481015","CAMBRIDGESHIRE","Corporate owned",6,"Unique Care Homes Support Limited","08/10/2014","low-overspend",NA,1
"335","SC481295","CHESHIRE WEST AND CHESTER","Individual owned",5,"iMapcentre Ltd","23/09/2014",NA,NA,1
"336","SC481369","MERTON","Corporate owned",5,"Reamcare Limited","06/01/2015",NA,NA,1
"337","SC482303","OXFORDSHIRE","Investment owned",8,"Hillcrest Children's Services Ltd","22/10/2014",NA,NA,1
"338","SC482340","KNOWSLEY","Corporate owned",1,"Lytham Care Limited","03/12/2014","low-overspend",NA,1
"339","SC482548","BRIGHTON AND HOVE","Corporate owned",5,"Lioncare Ltd Operating As The Lioncare Group","27/03/2015",NA,NA,1
"340","SC483533","BOLTON","Third sector",3,"Birtenshaw","27/01/2015",NA,"low-outsourcing",1
"341","SC484114","BEDFORD","Investment owned",3,"Oracle Care Limited","31/03/2015",NA,"high-outsourcing",1
"342","SC484133","WEST SUSSEX","Investment owned",6,"Bramley Care Limited","25/01/2015",NA,NA,1
"343","SC484242","STOCKTON ON TEES","Investment owned",5,"Spark Of Genius North East Llp","11/02/2015",NA,NA,1
"344","SC485529","HAMPSHIRE","Individual owned",3,"New Forest Care","20/01/2015",NA,NA,1
"345","SC487165","HAMPSHIRE","Individual owned",2,"Serenity Care Homes Ltd","30/03/2015",NA,NA,1
"346","SC487549","CUMBRIA","Investment owned",4,"Radical Services Limited","12/06/2015",NA,NA,1
"347","SC488679","LEEDS","Local Authority",4,"Leeds City Council","10/04/2015",NA,"low-outsourcing",1
"348","SC488943","STAFFORDSHIRE","Investment owned",4,"Unity Residential Care Services Limited","22/07/2015",NA,NA,1
"349","2611190","WEST NORTHAMPTONSHIRE","Investment owned",20,"Cambian Autism Services Limited","08/01/2021",NA,NA,1
"350","2611447","BUCKINGHAMSHIRE","Local Authority",5,"Buckinghamshire Council","02/06/2021",NA,NA,1
"351","2611536","DEVON","Individual owned",5,"Central & Southern Homes","07/05/2021",NA,NA,1
"352","2612008","KIRKLEES","Investment owned",4,"Compass Childrens Homes Ltd","13/01/2021",NA,NA,1
"353","2612735","CALDERDALE","Corporate owned",2,"Time-Out Childrens Homes Limited","20/12/2020","high-overspend",NA,1
"354","SC428895","LEEDS","Investment owned",3,"Cambian Childcare Ltd","17/06/2011",NA,"low-outsourcing",1
"355","2613341","CHESHIRE WEST AND CHESTER","Individual owned",6,"iMapcentre Ltd","09/12/2020",NA,NA,1
"356","2613661","NORTHUMBERLAND","Corporate owned",2,"Young Foundations Limited","29/10/2020",NA,"low-outsourcing",1
"357","2613849","WEST SUSSEX","Investment owned",4,"Compass Childrens Homes Ltd","11/02/2021",NA,NA,1
"358","2615326","DURHAM","Individual owned",3,"VITA NOVA NE LTD","12/01/2021",NA,"low-outsourcing",1
"359","2616605","LANCASHIRE","Investment owned",6,"Compass Childrens Homes Ltd","31/03/2021","low-overspend",NA,1
"360","2616704","DERBYSHIRE","Individual owned",3,"Rite Directions Ltd","18/02/2021","high-overspend",NA,1
"361","2678551","CENTRAL BEDFORDSHIRE","Corporate owned",2,"Homes 2 inspire","29/03/2022","high-overspend",NA,1
"362","2679026","DERBYSHIRE","Corporate owned",4,"Care 4 Every Child Ltd","28/06/2022","high-overspend",NA,1
"363","SC386258","SUFFOLK","Investment owned",6,"Consensus Support Services Limited","15/12/2008",NA,NA,1
"364","SC386837","STOCKPORT","Corporate owned",2,"New Horizons (Stockport) Ltd","18/03/2009",NA,"low-outsourcing",1
"365","SC387784","STOKE ON TRENT","Local Authority",2,"Stoke On Trent City Council","28/11/2008",NA,NA,1
"366","2561020","DERBY","Individual owned",5,"Blue Mountain Homes Ltd","14/11/2019",NA,"high-outsourcing",1
"367","2562430","BEXLEY","Individual owned",3,"Jamores Limited","18/02/2020",NA,NA,1
"368","2562677","ESSEX","Individual owned",3,"Pbs Care Homes Ltd","27/01/2020",NA,NA,1
"369","2646248","MANCHESTER","Corporate owned",3,"Paramount Children's Services Ltd","25/10/2021",NA,NA,1
"370","2647445","KIRKLEES","Investment owned",1,"Esland North Limited","25/04/2022",NA,NA,1
"371","2652096","CORNWALL","Individual owned",4,"Central & Southern Homes","29/10/2021",NA,NA,1
"372","2652383","NORFOLK","Local Authority",2,"Norfolk County Council","01/09/2021",NA,NA,1
"373","2652535","HERTFORDSHIRE","Corporate owned",1,"Kelwel Care Limited","04/04/2022",NA,NA,1
"374","2652546","SANDWELL","Corporate owned",4,"Stepping Stones Care (Midlands) Limited","07/02/2022",NA,NA,1
"375","2656736","NORTH NORTHAMPTONSHIRE","Investment owned",1,"Esland North Limited","16/12/2021",NA,NA,1
"376","2658895","LIVERPOOL","Corporate owned",2,"Supporting Futures Limited","03/01/2022",NA,NA,1
"377","2660064","NORFOLK","Investment owned",4,"Compass Childrens Homes Ltd","24/12/2021",NA,NA,1
"378","2660470","DERBYSHIRE","Corporate owned",3,"My House Calow Ltd","03/12/2021","high-overspend",NA,1
"379","2661346","TOWER HAMLETS","Corporate owned",4,"Woodford Children's Services Limited","14/02/2022",NA,NA,1
"380","2661513","LEICESTERSHIRE","Individual owned",1,"Almond Care Children's Services Limited","22/02/2022","low-overspend",NA,1
"381","2662265","ROTHERHAM","Local Authority",2,"Rotherham Metropolitan Borough Council","25/11/2021",NA,NA,1
"382","2663221","LANCASHIRE","Individual owned",2,"Holywell Children's Services Limited","31/01/2022","low-overspend",NA,1
"383","2663883","SHEFFIELD","Corporate owned",4,"Progressive Care Limited","07/07/2022",NA,NA,1
"384","2503598","BIRMINGHAM","Corporate owned",5,"Aston Children's Care Ltd","20/03/2019","low-overspend",NA,1
"385","2505378","LINCOLNSHIRE","Investment owned",3,"Esland North Limited","19/01/2019","low-overspend","low-outsourcing",1
"386","2612063","BRENT","Corporate owned",4,"Blossom Children's Homes Limited","17/12/2020",NA,"high-outsourcing",1
"387","SC457254","CUMBRIA","Investment owned",5,"North Lakes Children's Service Limited","13/12/2012",NA,NA,1
"388","SC457423","CENTRAL BEDFORDSHIRE","Third sector",5,"MacIntyre Care","14/02/2013","high-overspend",NA,1
"389","SC460063","EAST RIDING OF YORKSHIRE","Investment owned",5,"Cambian Childcare Ltd","11/03/2013",NA,NA,1
"390","SC461846","ESSEX","Investment owned",6,"Pathways Care Group","25/04/2013",NA,NA,1
"391","1269421","DERBYSHIRE","Investment owned",3,"Aspris Children's Services Limited","23/01/2018","high-overspend",NA,1
"392","1270002","LIVERPOOL","Individual owned",2,"Garway Young People Ltd","22/05/2018",NA,NA,1
"393","1270767","NOTTINGHAMSHIRE","Third sector",4,"K & G Care Ltd","16/02/2018",NA,"high-outsourcing",1
"394","SC443959","LANCASHIRE","Investment owned",8,"Aspris New Education Services Limited","03/05/2012","low-overspend",NA,1
"395","SC414738","MILTON KEYNES","Individual owned",4,"Benjamin UK Ltd","15/11/2010",NA,NA,1
"396","SC403905","KENT","Individual owned",5,"Rubicon Children and Family Services Ltd","21/04/2010",NA,NA,1
"397","SC035969","LIVERPOOL","Local Authority",7,"Liverpool City Council","12/09/2003",NA,NA,1
"398","2650952","NOTTINGHAM","Individual owned",4,"Procure Care Providers Limited","01/10/2021",NA,NA,1
"399","2651807","CHESHIRE WEST AND CHESTER","Individual owned",4,"Phoenix Care & Education Ltd","28/09/2021",NA,NA,1
"400","2653207","WIGAN","Individual owned",1,"All Round Care Ltd","27/10/2021","high-overspend",NA,1
"401","2656194","WOLVERHAMPTON","Individual owned",5,"Care Perspectives Limited","11/02/2022",NA,NA,1
"402","2656689","STAFFORDSHIRE","Individual owned",3,"Ash House Care LTD","22/11/2021",NA,NA,1
"403","2664826","MANCHESTER","Corporate owned",4,"Family Care Associates Limited","02/03/2022",NA,NA,1
"404","SC035339","OLDHAM","Local Authority",7,"Oldham Metropolitan Borough Council","22/01/2004",NA,"low-outsourcing",1
"405","SC035492","OLDHAM","Local Authority",4,"Oldham Metropolitan Borough Council","28/10/2003",NA,"low-outsourcing",1
"406","SC061232","BRISTOL","Local Authority",5,"Bristol City Council","07/06/2004",NA,NA,1
"407","SC431192","SEFTON","Individual owned",4,"Independent Living Services (North West) Limited","26/07/2011","high-overspend",NA,1
"408","SC432404","CORNWALL","Local Authority",2,"Cornwall Partnership NHS Foundation Trust","08/09/2011",NA,NA,1
"409","SC434223","WORCESTERSHIRE","Investment owned",2,"Keys Specialist Residential Children's Services Ltd","22/08/2011",NA,NA,1
"410","SC434806","LEICESTERSHIRE","Investment owned",3,"Cambian Childcare Ltd","15/09/2011","low-overspend",NA,1
"411","SC442401","LANCASHIRE","Investment owned",5,"ROC Northwest Limited ","15/03/2012","low-overspend",NA,1
"412","SC442886","STOCKTON ON TEES","Local Authority",4,"Stockton On Tees Borough Council","15/03/2012",NA,NA,1
"413","SC473877","KENT","Individual owned",2,"Pilgrims Corner Limited","28/03/2014",NA,NA,1
"414","SC475697","LANCASHIRE","Investment owned",7,"Witherslack Group Ltd","08/05/2014","low-overspend",NA,1
"415","SC477031","STOCKTON ON TEES","Investment owned",5,"Spark Of Genius North East Llp","24/06/2014",NA,NA,1
"416","SC482301","HAMPSHIRE","Investment owned",6,"Hillcrest Children's Services Ltd","22/09/2014",NA,NA,1
"417","SC483692","LANCASHIRE","Investment owned",4,"ROC Northwest Limited ","03/12/2014","low-overspend",NA,1
"418","1275228","WEST NORTHAMPTONSHIRE","Corporate owned",2,"Homes 2 inspire","30/04/2018",NA,NA,1
"419","1276010","SHROPSHIRE","Investment owned",3,"Bryn Melyn Care Limited","14/05/2018","high-overspend",NA,1
"420","1277497","LANCASHIRE","Individual owned",4,"Hopscotch Care Ltd","15/06/2018","low-overspend",NA,1
"421","2631698","STAFFORDSHIRE","Corporate owned",3,"Excel Residential Care Ltd","01/11/2021",NA,NA,1
